URI,URL,ID,TITLE
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20020761,http://base1.nijl.ac.jp/~rekijin/syouzou/0t0067/html/thum0t0067.html,［函架番号］ﾔ8/85/1-10,絵本倭比事
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001555,http://base1.nijl.ac.jp/~rekijin/syouzou/0k0071/html/thum0k0071.html,［函架番号］ﾔ0/85/1-4,万家人名録
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001105,http://base1.nijl.ac.jp/~rekijin/20001105/index.html,［函架番号］ﾗ3/5/74-83,集古十種
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001105,http://base1.nijl.ac.jp/~rekijin/syouzou/kk0008/html/thumkk0008.html,［函架番号］ﾗ3/5/74-83,集古十種
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000617,http://base1.nijl.ac.jp/~rekijin/syouzou/0k0043/html/thum0k0043.html,［函架番号］ﾔ0/85/1-4,万家人名録
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000524,http://base1.nijl.ac.jp/~rekijin/syouzou/0a0001/html/thum0a0001.html,［函架番号］ﾔ5/366/1-5,訓蒙皇国史略
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000668,http://base1.nijl.ac.jp/~rekijin/syouzou/ot000d/html/thumot000d.html,［函架番号］ﾔ4/205,役者三十六家選
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000098,http://base1.nijl.ac.jp/~rekijin/syouzou/nt0001/html/thumnt0001.html,［函架番号］ﾔ1/142/1-4,先哲像伝初輯
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000885,http://base1.nijl.ac.jp/~rekijin/syouzou/be0000/html/thumbe0000.html,［函架番号］ﾅ4/358,粋興奇人伝
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000186,http://base1.nijl.ac.jp/~rekijin/20000186/index.html,［函架番号］ﾅ2/203,続英雄百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000186,http://base1.nijl.ac.jp/~rekijin/syouzou/sn0000/html/thumsn0000.html,［函架番号］ﾅ2/203,続英雄百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000177,http://base1.nijl.ac.jp/~rekijin/syouzou/0k000a/html/thum0k000a.html,［函架番号］ﾔ0/85/1-4,万家人名録
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000920,http://base1.nijl.ac.jp/~rekijin/syouzou/hm0005/html/thumhm0005.html,［函架番号］ﾔ3/46,絵入赤穂四十七士詩伝
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000149,http://base1.nijl.ac.jp/~rekijin/20000149/index.html,［函架番号］ﾅ2/212,武家百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000149,http://base1.nijl.ac.jp/~rekijin/syouzou/in0000/html/thumin0000.html,［函架番号］ﾅ2/212,武家百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001172,http://base1.nijl.ac.jp/~rekijin/syouzou/bk0000/html/thumbk0000.html,［函架番号］ﾅ2/206,畸人百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20010027,http://base1.nijl.ac.jp/~rekijin/syouzou/sk0010/html/thumsk0010.html,［函架番号］ﾊ0/8/1-2,今人名誉百首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001221,http://base1.nijl.ac.jp/~rekijin/syouzou/hk0005/html/thumhk0005.html,［函架番号］ﾊ2/35/1-2,近世名婦百人撰
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000665,http://base1.nijl.ac.jp/~rekijin/syouzou/0s0042/html/thum0s0042.html,［函架番号］ﾔ0/85/1-4,万家人名録
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001940,http://base1.nijl.ac.jp/~rekijin/syouzou/0u000e/html/thum0u000e.html,［函架番号］ﾔ0/85/1-4,万家人名録
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000898,http://base1.nijl.ac.jp/~rekijin/20000898/index.html,［函架番号］ﾔ8/45/1-5,都絵馬鑑
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000898,http://base1.nijl.ac.jp/~rekijin/syouzou/ss0001/html/thumss0001.html,［函架番号］ﾔ8/45/1-5,都絵馬鑑
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000029,http://base1.nijl.ac.jp/~rekijin/syouzou/0i0007/html/thum0i0007.html,［函架番号］ﾔ0/85/1-4,万家人名録
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20010240,http://base1.nijl.ac.jp/~rekijin/syouzou/st0015/html/thumst0015.html,［函架番号］ﾔ8/163,明治中興雲台図録
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20020216,http://base1.nijl.ac.jp/~rekijin/syouzou/ot0018/html/thumot0018.html,［函架番号］ﾔ8/85/1-10,絵本倭比事
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000585,http://base1.nijl.ac.jp/~rekijin/syouzou/aa0000/html/thumaa0000.html,［函架番号］ﾔ9/86/1-6,前賢故実
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000890,http://base1.nijl.ac.jp/~rekijin/20000890/index.html,［函架番号］ﾗ3/5/74-83,集古十種
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000890,http://base1.nijl.ac.jp/~rekijin/syouzou/0m0018/html/thum0m0018.html,［函架番号］ﾗ3/5/74-83,集古十種
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000548,http://base1.nijl.ac.jp/~rekijin/20000548/index.html,［函架番号］ﾔ2/207,新編歌俳百人撰
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000548,http://base1.nijl.ac.jp/~rekijin/syouzou/0k003d/html/thum0k003d.html,［函架番号］ﾔ2/207,新編歌俳百人撰
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20020800,http://base1.nijl.ac.jp/~rekijin/syouzou/ft0019/html/thumft0019.html,［函架番号］ﾊ2/13,近世報国百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001384,http://base1.nijl.ac.jp/~rekijin/20001384/index.html,［函架番号］ﾅ4/33,絵本忠経
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001384,http://base1.nijl.ac.jp/~rekijin/syouzou/hs0006/html/thumhs0006.html,［函架番号］ﾅ4/33,絵本忠経
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20020193,http://base1.nijl.ac.jp/~rekijin/syouzou/0t005b/html/thum0t005b.html,［函架番号］ﾅ2/288,武稽百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20010047,http://base1.nijl.ac.jp/~rekijin/syouzou/mk0009/html/thummk0009.html,［函架番号］ﾊ0/8/1-2,今人名誉百首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000636,http://base1.nijl.ac.jp/~rekijin/20000636/index.html,［函架番号］ﾅ2/202,英雄百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000636,http://base1.nijl.ac.jp/~rekijin/syouzou/ku0000/html/thumku0000.html,［函架番号］ﾅ2/202,英雄百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20020204,http://base1.nijl.ac.jp/~rekijin/syouzou/0d000e/html/thum0d000e.html,［函架番号］ｳ0/25/1-2,好古事彙
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001806,http://base1.nijl.ac.jp/~rekijin/syouzou/0k008f/html/thum0k008f.html,［函架番号］ﾔ0/85/1-4,万家人名録
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000130,http://base1.nijl.ac.jp/~rekijin/syouzou/jr0000/html/thumjr0000.html,［函架番号］ﾔ0/85/1-4,万家人名録
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001658,http://base1.nijl.ac.jp/~rekijin/syouzou/fm0003/html/thumfm0003.html,［函架番号］ﾔ9/86/1-6,前賢故実
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20020207,http://base1.nijl.ac.jp/~rekijin/syouzou/oy000d/html/thumoy000d.html,［函架番号］ﾅ2/288,武稽百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001028,http://base1.nijl.ac.jp/~rekijin/20001028/index.html,［函架番号］ﾅ2/194,秀雅百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001028,http://base1.nijl.ac.jp/~rekijin/syouzou/tt000a/html/thumtt000a.html,［函架番号］ﾅ2/194,秀雅百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20001300,http://base1.nijl.ac.jp/~rekijin/syouzou/0t0036/html/thum0t0036.html,［函架番号］ﾔ2/207,新編歌俳百人撰
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000937,http://base1.nijl.ac.jp/~rekijin/syouzou/0s005e/html/thum0s005e.html,［函架番号］ﾔ0/85/1-4,万家人名録
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000033,http://base1.nijl.ac.jp/~rekijin/syouzou/0i000b/html/thum0i000b.html,［函架番号］ﾔ0/85/1-4,万家人名録
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000006,http://base1.nijl.ac.jp/~rekijin/20000006/index.html,［函架番号］ﾅ2/7,義烈百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000006,http://base1.nijl.ac.jp/~rekijin/syouzou/0o0001/html/thum0o0001.html,［函架番号］ﾅ2/7,義烈百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000627,http://base1.nijl.ac.jp/~rekijin/syouzou/0o0010/html/thum0o0010.html,［函架番号］ﾔ1/100/1-3,本朝孝子伝
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20002013,http://base1.nijl.ac.jp/~rekijin/syouzou/oi0001/html/thumoi0001.html,［函架番号］ﾅ2/41,狂歌百人一首
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20020016,http://base1.nijl.ac.jp/~rekijin/syouzou/0v0000/html/thum0v0000.html,［函架番号］ﾔ3/29,和洋奇人伝
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20010053,http://base1.nijl.ac.jp/~rekijin/syouzou/ms000f/html/thumms000f.html,［函架番号］ﾊ2/34,明治英銘百詠撰
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20020147,http://base1.nijl.ac.jp/~rekijin/syouzou/so0001/html/thumso0001.html,［函架番号］ﾅ4/12/1-2,絵本故事談
https://jpsearch.go.jp/data/nij09-wkMEsdq9CZrYID0QQB20000470,http://base1.nijl.ac.jp/~rekijin/syouzou/0t000a/html/thum0t000a.html,［函架番号］ﾅ2/206,畸人百人一首
